"source","target","dst_port","weight","type","time","diff"
"192.168.1.20:55434","52.208.198.99:52702","52702","2250","graph_edge","1771676773332","1"
"192.168.1.20:45566","52.208.198.99:52702","52702","266","graph_edge","1771676773332","1"
"192.168.1.20:55434","52.208.198.99:52702","52702","1035","graph_edge","1771676773332","1"
"192.168.1.20:45566","52.208.198.99:52702","52702","266","graph_edge","1771676773580","-1"
"192.168.1.20:55434","52.208.198.99:52702","52702","1035","graph_edge","1771676773580","-1"
"192.168.1.20:45566","52.208.198.99:52702","52702","527","graph_edge","1771676773580","-1"
"192.168.1.20:55434","52.208.198.99:52702","52702","2250","graph_edge","1771676773580","-1"
"192.168.1.20:55434","52.208.198.99:52702","52702","4609","graph_edge","1771676773580","-1"
"192.168.1.20:55434","52.208.198.99:443","443","4679","graph_edge","1771676773580","1"
"192.168.1.20:55434","52.208.198.99:443","443","2320","graph_edge","1771676773580","1"
"192.168.1.20:51042","52.208.198.99:443","443","597","graph_edge","1771676773580","1"
"192.168.1.20:55434","52.208.198.99:443","443","1105","graph_edge","1771676773580","1"
"192.168.1.20:51042","52.208.198.99:443","443","336","graph_edge","1771676773580","1"
"192.168.1.20:55434","52.208.198.99:443","443","1105","graph_edge","1771676774114","-1"
"192.168.1.20:51042","52.208.198.99:443","443","336","graph_edge","1771676774114","-1"
"192.168.1.20:55434","52.208.198.99:443","443","2320","graph_edge","1771676774114","-1"
"192.168.1.20:51042","52.208.198.99:443","443","597","graph_edge","1771676774114","-1"
"192.168.1.20:55434","52.208.198.99:443","443","4679","graph_edge","1771676774114","-1"
"192.168.1.20:55434","52.208.198.99:443","443","4532","graph_edge","1771676774114","1"
"192.168.1.20:51042","52.208.198.99:443","443","637","graph_edge","1771676774114","1"
"192.168.1.20:51042","52.208.198.99:443","443","376","graph_edge","1771676774114","1"
"192.168.1.20:55434","52.208.198.99:443","443","2360","graph_edge","1771676774114","1"
"192.168.1.20:51042","216.239.38.223:443","443","187","graph_edge","1771676774114","1"
"192.168.1.20:55434","52.208.198.99:443","443","1145","graph_edge","1771676774114","1"
"192.168.1.20:51042","216.239.38.223:443","443","187","graph_edge","1771676776332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","1145","graph_edge","1771676776332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","2360","graph_edge","1771676776332","-1"
"192.168.1.20:51042","52.208.198.99:443","443","376","graph_edge","1771676776332","-1"
"192.168.1.20:51042","52.208.198.99:443","443","637","graph_edge","1771676776332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","466","graph_edge","1771676776332","1"
"192.168.1.20:55434","52.208.198.99:443","443","727","graph_edge","1771676776332","1"
"192.168.1.20:55434","52.208.198.99:443","443","2282","graph_edge","1771676776332","1"
"192.168.1.20:55434","216.239.36.223:443","443","168","graph_edge","1771676776332","1"
"192.168.1.20:55434","216.239.38.223:443","443","277","graph_edge","1771676776332","1"
"192.168.1.20:55434","52.208.198.99:443","443","1235","graph_edge","1771676776332","1"
"192.168.1.20:55434","216.239.38.223:443","443","277","graph_edge","1771676776680","-1"
"192.168.1.20:55434","52.208.198.99:443","443","1235","graph_edge","1771676776680","-1"
"192.168.1.20:55434","216.239.36.223:443","443","168","graph_edge","1771676776680","-1"
"192.168.1.20:55434","52.208.198.99:443","443","727","graph_edge","1771676776680","-1"
"192.168.1.20:55434","52.208.198.99:443","443","466","graph_edge","1771676776680","-1"
"192.168.1.20:55434","52.208.198.99:443","443","556","graph_edge","1771676776680","1"
"192.168.1.20:55434","52.208.198.99:443","443","258","graph_edge","1771676776680","1"
"192.168.1.20:55434","52.208.198.99:443","443","817","graph_edge","1771676776680","1"
"192.168.1.20:55434","52.208.198.99:443","443","367","graph_edge","1771676776680","1"
"192.168.1.20:55434","52.208.198.99:443","443","1325","graph_edge","1771676776680","1"
"192.168.1.20:55434","52.208.198.99:443","443","367","graph_edge","1771676777832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","1325","graph_edge","1771676777832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","258","graph_edge","1771676777832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","817","graph_edge","1771676777832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","556","graph_edge","1771676777832","-1"
"192.168.1.20:55434","99.86.182.24:443","443","576","graph_edge","1771676777832","1"
"192.168.1.20:55434","99.86.182.24:443","443","278","graph_edge","1771676777832","1"
"192.168.1.20:55434","99.86.182.24:443","443","837","graph_edge","1771676777832","1"
"192.168.1.20:55434","99.86.182.24:443","443","387","graph_edge","1771676777832","1"
"192.168.1.20:55434","99.86.182.24:443","443","1345","graph_edge","1771676777832","1"
"192.168.1.20:55434","99.86.182.24:443","443","1345","graph_edge","1771676779332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","387","graph_edge","1771676779332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","837","graph_edge","1771676779332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","278","graph_edge","1771676779332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","576","graph_edge","1771676779332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","616","graph_edge","1771676779332","1"
"192.168.1.20:55434","52.208.198.99:443","443","133","graph_edge","1771676779332","1"
"192.168.1.20:55434","52.208.198.99:443","443","877","graph_edge","1771676779332","1"
"192.168.1.20:55434","52.208.198.99:443","443","318","graph_edge","1771676779332","1"
"192.168.1.20:55434","52.208.198.99:443","443","1252","graph_edge","1771676779332","1"
"192.168.1.20:55434","52.208.198.99:443","443","427","graph_edge","1771676779332","1"
"192.168.1.20:55434","52.208.198.99:443","443","427","graph_edge","1771676779786","-1"
"192.168.1.20:55434","52.208.198.99:443","443","877","graph_edge","1771676779786","-1"
"192.168.1.20:55434","52.208.198.99:443","443","318","graph_edge","1771676779786","-1"
"192.168.1.20:55434","52.208.198.99:443","443","133","graph_edge","1771676779786","-1"
"192.168.1.20:55434","52.208.198.99:443","443","616","graph_edge","1771676779786","-1"
"192.168.1.20:55434","52.208.198.99:443","443","626","graph_edge","1771676779786","1"
"192.168.1.20:55434","52.208.198.99:443","443","328","graph_edge","1771676779786","1"
"192.168.1.20:55434","52.208.198.99:443","443","143","graph_edge","1771676779786","1"
"192.168.1.20:55434","52.208.198.99:443","443","792","graph_edge","1771676779786","1"
"192.168.1.20:55434","52.208.198.99:443","443","437","graph_edge","1771676779786","1"
"192.168.1.20:55434","52.208.198.99:443","443","95","graph_edge","1771676779786","1"
"192.168.1.20:55434","52.208.198.99:443","443","437","graph_edge","1771676780844","-1"
"192.168.1.20:55434","52.208.198.99:443","443","95","graph_edge","1771676780844","-1"
"192.168.1.20:55434","52.208.198.99:443","443","328","graph_edge","1771676780844","-1"
"192.168.1.20:55434","52.208.198.99:443","443","143","graph_edge","1771676780844","-1"
"192.168.1.20:55434","52.208.198.99:443","443","626","graph_edge","1771676780844","-1"
"192.168.1.20:55434","99.86.182.24:443","443","666","graph_edge","1771676780844","1"
"192.168.1.20:55434","99.86.182.24:443","443","368","graph_edge","1771676780844","1"
"192.168.1.20:55434","99.86.182.24:443","443","183","graph_edge","1771676780844","1"
"192.168.1.20:55434","99.86.182.24:443","443","477","graph_edge","1771676780844","1"
"192.168.1.20:55434","99.86.182.24:443","443","135","graph_edge","1771676780844","1"
"192.168.1.20:55434","99.86.182.24:443","443","135","graph_edge","1771676782332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","477","graph_edge","1771676782332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","183","graph_edge","1771676782332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","368","graph_edge","1771676782332","-1"
"192.168.1.20:55434","99.86.182.24:443","443","666","graph_edge","1771676782332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","696","graph_edge","1771676782332","1"
"192.168.1.20:55434","52.208.198.99:443","443","213","graph_edge","1771676782332","1"
"192.168.1.20:55434","52.208.198.99:443","443","398","graph_edge","1771676782332","1"
"192.168.1.20:55434","52.208.198.99:443","443","165","graph_edge","1771676782332","1"
"192.168.1.20:55434","52.208.198.99:443","443","507","graph_edge","1771676782332","1"
"192.168.1.20:55434","52.208.198.99:443","443","507","graph_edge","1771676782380","-1"
"192.168.1.20:55434","52.208.198.99:443","443","165","graph_edge","1771676782380","-1"
"192.168.1.20:55434","52.208.198.99:443","443","398","graph_edge","1771676782380","-1"
"192.168.1.20:55434","52.208.198.99:443","443","213","graph_edge","1771676782380","-1"
"192.168.1.20:55434","52.208.198.99:443","443","696","graph_edge","1771676782380","-1"
"192.168.1.20:55434","52.208.198.99:443","443","617","graph_edge","1771676782380","1"
"192.168.1.20:55434","52.208.198.99:443","443","458","graph_edge","1771676782380","1"
"192.168.1.20:55434","52.208.198.99:443","443","273","graph_edge","1771676782380","1"
"192.168.1.20:55434","52.208.198.99:443","443","567","graph_edge","1771676782380","1"
"192.168.1.20:55434","52.208.198.99:443","443","225","graph_edge","1771676782380","1"
"192.168.1.20:42240","216.239.36.223:443","443","139","graph_edge","1771676782380","1"
"192.168.1.20:55434","52.208.198.99:443","443","567","graph_edge","1771676782916","-1"
"192.168.1.20:42240","216.239.36.223:443","443","139","graph_edge","1771676782916","-1"
"192.168.1.20:55434","52.208.198.99:443","443","458","graph_edge","1771676782916","-1"
"192.168.1.20:55434","52.208.198.99:443","443","225","graph_edge","1771676782916","-1"
"192.168.1.20:55434","52.208.198.99:443","443","273","graph_edge","1771676782916","-1"
"192.168.1.20:55434","52.208.198.99:443","443","313","graph_edge","1771676782916","1"
"192.168.1.20:55434","52.208.198.99:443","443","498","graph_edge","1771676782916","1"
"192.168.1.20:55434","52.208.198.99:443","443","265","graph_edge","1771676782916","1"
"192.168.1.20:55434","52.208.198.99:443","443","607","graph_edge","1771676782916","1"
"192.168.1.20:42240","216.239.36.223:443","443","179","graph_edge","1771676782916","1"
"192.168.1.20:55434","52.208.198.99:443","443","607","graph_edge","1771676783832","-1"
"192.168.1.20:42240","216.239.36.223:443","443","179","graph_edge","1771676783832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","498","graph_edge","1771676783832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","265","graph_edge","1771676783832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","313","graph_edge","1771676783832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","333","graph_edge","1771676783832","1"
"192.168.1.20:55434","52.208.198.99:443","443","518","graph_edge","1771676783832","1"
"192.168.1.20:55434","52.208.198.99:443","443","285","graph_edge","1771676783832","1"
"192.168.1.20:55434","52.208.198.99:443","443","627","graph_edge","1771676783832","1"
"192.168.1.20:42240","216.239.36.223:443","443","199","graph_edge","1771676783832","1"
"192.168.1.20:42240","216.239.36.223:443","443","199","graph_edge","1771676784478","-1"
"192.168.1.20:55434","52.208.198.99:443","443","627","graph_edge","1771676784478","-1"
"192.168.1.20:55434","52.208.198.99:443","443","518","graph_edge","1771676784478","-1"
"192.168.1.20:55434","52.208.198.99:443","443","285","graph_edge","1771676784478","-1"
"192.168.1.20:55434","52.208.198.99:443","443","333","graph_edge","1771676784478","-1"
"192.168.1.20:55434","52.208.198.99:443","443","363","graph_edge","1771676784478","1"
"192.168.1.20:55434","52.208.198.99:443","443","548","graph_edge","1771676784478","1"
"192.168.1.20:55434","52.208.198.99:443","443","315","graph_edge","1771676784478","1"
"192.168.1.20:42240","216.239.36.223:443","443","141","graph_edge","1771676784478","1"
"192.168.1.20:55434","52.208.198.99:443","443","516","graph_edge","1771676784478","1"
"192.168.1.20:42240","216.239.36.223:443","443","229","graph_edge","1771676784478","1"
"192.168.1.20:42240","216.239.36.223:443","443","229","graph_edge","1771676785332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","548","graph_edge","1771676785332","-1"
"192.168.1.20:42240","216.239.36.223:443","443","141","graph_edge","1771676785332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","363","graph_edge","1771676785332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","315","graph_edge","1771676785332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","220","graph_edge","1771676785332","1"
"192.168.1.20:42240","216.239.36.223:443","443","46","graph_edge","1771676785332","1"
"192.168.1.20:55434","52.208.198.99:443","443","268","graph_edge","1771676785332","1"
"192.168.1.20:42240","216.239.36.223:443","443","134","graph_edge","1771676785332","1"
"192.168.1.20:55434","52.208.198.99:443","443","453","graph_edge","1771676785332","1"
"192.168.1.20:55434","52.208.198.99:443","443","268","graph_edge","1771676786832","-1"
"192.168.1.20:42240","216.239.36.223:443","443","134","graph_edge","1771676786832","-1"
"192.168.1.20:42240","216.239.36.223:443","443","46","graph_edge","1771676786832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","220","graph_edge","1771676786832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","224","graph_edge","1771676786832","1"
"192.168.1.20:42240","216.239.36.223:443","443","4","graph_edge","1771676786832","1"
"192.168.1.20:42240","216.239.36.223:443","443","50","graph_edge","1771676786832","1"
"192.168.1.20:55434","52.208.198.99:443","443","272","graph_edge","1771676786832","1"
"192.168.1.20:42240","216.239.36.223:443","443","138","graph_edge","1771676786832","1"
"192.168.1.20:55434","52.208.198.99:443","443","272","graph_edge","1771676787078","-1"
"192.168.1.20:42240","216.239.36.223:443","443","138","graph_edge","1771676787078","-1"
"192.168.1.20:42240","216.239.36.223:443","443","4","graph_edge","1771676787078","-1"
"192.168.1.20:42240","216.239.36.223:443","443","50","graph_edge","1771676787078","-1"
"192.168.1.20:55434","52.208.198.99:443","443","224","graph_edge","1771676787078","-1"
"192.168.1.20:55434","52.208.198.99:443","443","231","graph_edge","1771676787078","1"
"192.168.1.20:42240","216.239.36.223:443","443","11","graph_edge","1771676787078","1"
"192.168.1.20:42240","216.239.36.223:443","443","57","graph_edge","1771676787078","1"
"192.168.1.20:55434","52.208.198.99:443","443","279","graph_edge","1771676787078","1"
"192.168.1.20:42240","216.239.36.223:443","443","145","graph_edge","1771676787078","1"
"192.168.1.20:42240","216.239.36.223:443","443","145","graph_edge","1771676788332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","279","graph_edge","1771676788332","-1"
"192.168.1.20:42240","216.239.36.223:443","443","11","graph_edge","1771676788332","-1"
"192.168.1.20:42240","216.239.36.223:443","443","57","graph_edge","1771676788332","-1"
"192.168.1.20:55434","52.208.198.99:443","443","231","graph_edge","1771676788332","-1"
"192.168.1.20:42256","99.86.182.24:443","443","43","graph_edge","1771676788332","1"
"192.168.1.20:55434","99.86.182.24:443","443","263","graph_edge","1771676788332","1"
"192.168.1.20:42256","99.86.182.24:443","443","43","graph_edge","1771676788332","1"
"192.168.1.20:42256","99.86.182.24:443","443","89","graph_edge","1771676788332","1"
"192.168.1.20:55434","52.208.198.99:443","443","268","graph_edge","1771676788332","1"
"192.168.1.20:42256","99.86.182.24:443","443","177","graph_edge","1771676788332","1"
"192.168.1.20:42256","99.86.182.24:443","443","43","graph_edge","1771676788646","-1"
"192.168.1.20:42256","99.86.182.24:443","443","177","graph_edge","1771676788646","-1"
"192.168.1.20:42256","99.86.182.24:443","443","43","graph_edge","1771676788646","-1"
"192.168.1.20:42256","99.86.182.24:443","443","89","graph_edge","1771676788646","-1"
"192.168.1.20:55434","99.86.182.24:443","443","263","graph_edge","1771676788646","-1"
"192.168.1.20:55434","52.208.198.99:443","443","281","graph_edge","1771676788646","1"
"192.168.1.20:45546","52.208.198.99:443","443","61","graph_edge","1771676788646","1"
"192.168.1.20:45546","52.208.198.99:443","443","107","graph_edge","1771676788646","1"
"192.168.1.20:45546","52.208.198.99:443","443","61","graph_edge","1771676788646","1"
"192.168.1.20:45546","52.208.198.99:443","443","195","graph_edge","1771676788646","1"
"192.168.1.20:45546","52.208.198.99:443","443","61","graph_edge","1771676789178","-1"
"192.168.1.20:45546","52.208.198.99:443","443","195","graph_edge","1771676789178","-1"
"192.168.1.20:45546","52.208.198.99:443","443","61","graph_edge","1771676789178","-1"
"192.168.1.20:45546","52.208.198.99:443","443","107","graph_edge","1771676789178","-1"
"192.168.1.20:55434","52.208.198.99:443","443","281","graph_edge","1771676789178","-1"
"192.168.1.20:55434","52.208.198.99:443","443","305","graph_edge","1771676789178","1"
"192.168.1.20:45546","52.208.198.99:443","443","85","graph_edge","1771676789178","1"
"192.168.1.20:45546","52.208.198.99:443","443","131","graph_edge","1771676789178","1"
"192.168.1.20:45546","52.208.198.99:443","443","85","graph_edge","1771676789178","1"
"192.168.1.20:45546","52.208.198.99:443","443","219","graph_edge","1771676789178","1"
"192.168.1.20:45546","52.208.198.99:443","443","85","graph_edge","1771676789832","-1"
"192.168.1.20:45546","52.208.198.99:443","443","219","graph_edge","1771676789832","-1"
"192.168.1.20:45546","52.208.198.99:443","443","85","graph_edge","1771676789832","-1"
"192.168.1.20:45546","52.208.198.99:443","443","131","graph_edge","1771676789832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","305","graph_edge","1771676789832","-1"
"192.168.1.20:55434","52.208.198.99:443","443","314","graph_edge","1771676789832","1"
"192.168.1.20:45546","52.208.198.99:443","443","94","graph_edge","1771676789832","1"
"192.168.1.20:45546","52.208.198.99:443","443","140","graph_edge","1771676789832","1"
"192.168.1.20:45546","52.208.198.99:443","443","94","graph_edge","1771676789832","1"
"192.168.1.20:45546","52.208.198.99:443","443","228","graph_edge","1771676789832","1"
"192.168.1.20:45546","52.208.198.99:443","443","228","graph_edge","1771676790244","-1"
"192.168.1.20:45546","52.208.198.99:443","443","94","graph_edge","1771676790244","-1"
"192.168.1.20:45546","52.208.198.99:443","443","140","graph_edge","1771676790244","-1"
"192.168.1.20:45546","52.208.198.99:443","443","94","graph_edge","1771676790244","-1"
"192.168.1.20:55434","52.208.198.99:443","443","314","graph_edge","1771676790244","-1"
"192.168.1.20:55434","52.208.198.99:443","443","220","graph_edge","1771676790244","1"
"192.168.1.20:45546","52.208.198.99:443","443","114","graph_edge","1771676790244","1"
"192.168.1.20:45546","52.208.198.99:443","443","114","graph_edge","1771676790244","1"
"192.168.1.20:45546","52.208.198.99:443","443","160","graph_edge","1771676790244","1"
"192.168.1.20:45546","52.208.198.99:443","443","114","graph_edge","1771676790244","1"
"192.168.1.20:45546","52.208.198.99:443","443","248","graph_edge","1771676790244","1"
"192.168.1.20:45546","52.208.198.99:443","443","114","graph_edge","1771676790776","-1"
"192.168.1.20:45546","52.208.198.99:443","443","248","graph_edge","1771676790776","-1"
"192.168.1.20:45546","52.208.198.99:443","443","114","graph_edge","1771676790776","-1"
"192.168.1.20:45546","52.208.198.99:443","443","160","graph_edge","1771676790776","-1"
"192.168.1.20:45546","52.208.198.99:443","443","114","graph_edge","1771676790776","-1"
"192.168.1.20:45546","99.86.182.24:443","443","134","graph_edge","1771676790776","1"
"192.168.1.20:45546","99.86.182.24:443","443","134","graph_edge","1771676790776","1"
"192.168.1.20:45546","99.86.182.24:443","443","180","graph_edge","1771676790776","1"
"192.168.1.20:45546","99.86.182.24:443","443","134","graph_edge","1771676790776","1"
"192.168.1.20:45546","99.86.182.24:443","443","268","graph_edge","1771676790776","1"
"192.168.1.20:45546","99.86.182.24:443","443","268","graph_edge","1771676791360","-1"
"192.168.1.20:45546","99.86.182.24:443","443","134","graph_edge","1771676791360","-1"
"192.168.1.20:45546","99.86.182.24:443","443","180","graph_edge","1771676791360","-1"
"192.168.1.20:45546","99.86.182.24:443","443","134","graph_edge","1771676791360","-1"
"192.168.1.20:45546","99.86.182.24:443","443","134","graph_edge","1771676791360","-1"
"192.168.1.20:45546","52.208.198.99:443","443","154","graph_edge","1771676791360","1"
"192.168.1.20:45546","52.208.198.99:443","443","200","graph_edge","1771676791360","1"
"192.168.1.20:45546","52.208.198.99:443","443","154","graph_edge","1771676791360","1"
"192.168.1.20:45546","52.208.198.99:443","443","288","graph_edge","1771676791360","1"
"192.168.1.20:45546","52.208.198.99:443","443","154","graph_edge","1771676791360","1"
"192.168.1.20:45546","52.208.198.99:443","443","154","graph_edge","1771676791840","-1"
"192.168.1.20:45546","52.208.198.99:443","443","288","graph_edge","1771676791840","-1"
"192.168.1.20:45546","52.208.198.99:443","443","154","graph_edge","1771676791840","-1"
"192.168.1.20:45546","52.208.198.99:443","443","200","graph_edge","1771676791840","-1"
"192.168.1.20:45546","52.208.198.99:443","443","154","graph_edge","1771676791840","-1"
"192.168.1.20:5228","52.208.198.99:55672","55672","174","graph_edge","1771676791840","1"
"192.168.1.20:5228","52.208.198.99:55672","55672","174","graph_edge","1771676791840","1"
"192.168.1.20:5228","52.208.198.99:55672","55672","220","graph_edge","1771676791840","1"
"192.168.1.20:5228","52.208.198.99:55672","55672","174","graph_edge","1771676791840","1"
"192.168.1.20:5228","52.208.198.99:55672","55672","308","graph_edge","1771676791840","1"
"192.168.1.20:5228","52.208.198.99:55672","55672","308","graph_edge","1771676792832","-1"
"192.168.1.20:5228","52.208.198.99:55672","55672","220","graph_edge","1771676792832","-1"
"192.168.1.20:5228","52.208.198.99:55672","55672","174","graph_edge","1771676792832","-1"
"192.168.1.20:5228","52.208.198.99:55672","55672","174","graph_edge","1771676792832","-1"
"192.168.1.20:5228","52.208.198.99:55672","55672","174","graph_edge","1771676792832","-1"
"192.168.1.20:45546","52.208.198.99:443","443","194","graph_edge","1771676792832","1"
"192.168.1.20:45546","52.208.198.99:443","443","194","graph_edge","1771676792832","1"
"192.168.1.20:45546","52.208.198.99:443","443","240","graph_edge","1771676792832","1"
"192.168.1.20:45546","52.208.198.99:443","443","194","graph_edge","1771676792832","1"
"192.168.1.20:45546","52.208.198.99:443","443","217","graph_edge","1771676792832","1"
"192.168.1.20:45546","52.208.198.99:443","443","111","graph_edge","1771676792832","1"
"192.168.1.20:45546","52.208.198.99:443","443","111","graph_edge","1771676792904","-1"
"192.168.1.20:45546","52.208.198.99:443","443","240","graph_edge","1771676792904","-1"
"192.168.1.20:45546","52.208.198.99:443","443","194","graph_edge","1771676792904","-1"
"192.168.1.20:45546","52.208.198.99:443","443","194","graph_edge","1771676792904","-1"
"192.168.1.20:45546","52.208.198.99:443","443","194","graph_edge","1771676792904","-1"
"192.168.1.20:45546","52.208.198.99:443","443","204","graph_edge","1771676792904","1"
"192.168.1.20:45546","52.208.198.99:443","443","204","graph_edge","1771676792904","1"
"192.168.1.20:45546","52.208.198.99:443","443","204","graph_edge","1771676792904","1"
"192.168.1.20:45546","52.208.198.99:443","443","121","graph_edge","1771676792904","1"
"192.168.1.20:45546","52.208.198.99:443","443","250","graph_edge","1771676792904","1"
"192.168.1.20:45546","52.208.198.99:443","443","121","graph_edge","1771676794332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","250","graph_edge","1771676794332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","204","graph_edge","1771676794332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","204","graph_edge","1771676794332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","204","graph_edge","1771676794332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","215","graph_edge","1771676794332","1"
"192.168.1.20:45546","52.208.198.99:443","443","215","graph_edge","1771676794332","1"
"192.168.1.20:45546","52.208.198.99:443","443","215","graph_edge","1771676794332","1"
"192.168.1.20:42256","216.239.36.223:443","443","59","graph_edge","1771676794332","1"
"192.168.1.20:45546","52.208.198.99:443","443","202","graph_edge","1771676794332","1"
"192.168.1.20:45546","52.208.198.99:443","443","132","graph_edge","1771676794332","1"
"192.168.1.20:45546","52.208.198.99:443","443","132","graph_edge","1771676797332","-1"
"192.168.1.20:42256","216.239.36.223:443","443","59","graph_edge","1771676797332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","215","graph_edge","1771676797332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","215","graph_edge","1771676797332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","215","graph_edge","1771676797332","-1"
"192.168.1.20:45546","52.208.198.99:443","443","210","graph_edge","1771676797332","1"
"192.168.1.20:45566","52.208.198.99:443","443","284","graph_edge","1771676797332","1"
"192.168.1.20:45566","52.208.198.99:443","443","284","graph_edge","1771676797332","1"
"192.168.1.20:45566","52.208.198.99:443","443","74","graph_edge","1771676797332","1"
"192.168.1.20:45566","52.208.198.99:443","443","201","graph_edge","1771676797332","1"
"192.168.1.20:45566","52.208.198.99:443","443","128","graph_edge","1771676797332","1"
"192.168.1.20:45566","52.208.198.99:443","443","201","graph_edge","1771676797508","-1"
"192.168.1.20:45566","52.208.198.99:443","443","128","graph_edge","1771676797508","-1"
"192.168.1.20:45566","52.208.198.99:443","443","284","graph_edge","1771676797508","-1"
"192.168.1.20:45566","52.208.198.99:443","443","74","graph_edge","1771676797508","-1"
"192.168.1.20:45566","52.208.198.99:443","443","284","graph_edge","1771676797508","-1"
"192.168.1.20:45566","52.208.198.99:443","443","324","graph_edge","1771676797508","1"
"192.168.1.20:45566","52.208.198.99:443","443","324","graph_edge","1771676797508","1"
"192.168.1.20:45566","52.208.198.99:443","443","114","graph_edge","1771676797508","1"
"192.168.1.20:45566","52.208.198.99:443","443","241","graph_edge","1771676797508","1"
"192.168.1.20:45566","52.208.198.99:443","443","168","graph_edge","1771676797508","1"
"192.168.1.20:45566","52.208.198.99:443","443","241","graph_edge","1771676798832","-1"
"192.168.1.20:45566","52.208.198.99:443","443","168","graph_edge","1771676798832","-1"
"192.168.1.20:45566","52.208.198.99:443","443","324","graph_edge","1771676798832","-1"
"192.168.1.20:45566","52.208.198.99:443","443","114","graph_edge","1771676798832","-1"
"192.168.1.20:45566","52.208.198.99:443","443","324","graph_edge","1771676798832","-1"
"192.168.1.20:45566","52.208.198.99:443","443","264","graph_edge","1771676798832","1"
"192.168.1.20:45566","52.208.198.99:443","443","74","graph_edge","1771676798832","1"
"192.168.1.20:45566","52.208.198.99:443","443","338","graph_edge","1771676798832","1"
"192.168.1.20:45566","52.208.198.99:443","443","128","graph_edge","1771676798832","1"
"192.168.1.20:45566","52.208.198.99:443","443","255","graph_edge","1771676798832","1"
"192.168.1.20:45566","52.208.198.99:443","443","182","graph_edge","1771676798832","1"
"192.168.1.20:45566","52.208.198.99:443","443","255","graph_edge","1771676800332","-1"
"192.168.1.20:45566","52.208.198.99:443","443","182","graph_edge","1771676800332","-1"
"192.168.1.20:45566","52.208.198.99:443","443","128","graph_edge","1771676800332","-1"
"192.168.1.20:45566","52.208.198.99:443","443","338","graph_edge","1771676800332","-1"
"192.168.1.20:45566","52.208.198.99:443","443","74","graph_edge","1771676800332","-1"
"192.168.1.20:45566","52.208.198.99:443","443","390","graph_edge","1771676800332","1"
"192.168.1.20:45566","52.208.198.99:443","443","300","graph_edge","1771676800332","1"
"192.168.1.20:45566","52.208.198.99:443","443","444","graph_edge","1771676800332","1"
"192.168.1.20:45566","52.208.198.99:443","443","571","graph_edge","1771676800332","1"
"192.168.1.20:45566","52.208.198.99:443","443","498","graph_edge","1771676800332","1"
"192.168.1.20:45566","52.208.198.99:443","443","354","graph_edge","1771676800332","1"
"192.168.1.20:45566","52.208.198.99:443","443","571","graph_edge","1771676801604","-1"
"192.168.1.20:45566","52.208.198.99:443","443","354","graph_edge","1771676801604","-1"
"192.168.1.20:45566","52.208.198.99:443","443","390","graph_edge","1771676801604","-1"
"192.168.1.20:45566","52.208.198.99:443","443","498","graph_edge","1771676801604","-1"
"192.168.1.20:45566","52.208.198.99:443","443","444","graph_edge","1771676801604","-1"
"192.168.1.20:45566","99.86.182.24:443","443","474","graph_edge","1771676801604","1"
"192.168.1.20:45566","99.86.182.24:443","443","420","graph_edge","1771676801604","1"
"192.168.1.20:45566","99.86.182.24:443","443","528","graph_edge","1771676801604","1"
"192.168.1.20:45566","99.86.182.24:443","443","601","graph_edge","1771676801604","1"
"192.168.1.20:45566","99.86.182.24:443","443","384","graph_edge","1771676801604","1"
