"flow_id","anomaly_score","anomaly_reason","last_packet_info","confidence","packet_count","total_bytes","duration","event_time","flow","last_packet_time","encryption","whitelisted","time","diff"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2311","304076","4.967521263122559","1771523041.616973","127.0.0.1:7254 -> 127.0.0.53:53","1771523041.616973","Encrypted","False","1771523041878","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2311","304076","4.967521263122559","1771523041.616973","127.0.0.1:7254 -> 127.0.0.53:53","1771523041.616973","Encrypted","False","1771523042162","-1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2327","308383","4.967521263122559","1771523041.923797","127.0.0.1:7254 -> 127.0.0.53:53","1771523041.923797","Encrypted","False","1771523042162","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2327","308383","4.967521263122559","1771523041.923797","127.0.0.1:7254 -> 127.0.0.53:53","1771523041.923797","Encrypted","False","1771523042444","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.3","","","0.9","4","2930","0.0010650882720947266","1771523042.0515256","127.0.0.1:43071 -> 127.0.0.1:47842","1771523042.0515256","Cleartext","False","1771523042444","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2254","302506","4.363538099288941","1771523042.0515256","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.0515256","Encrypted","False","1771523042444","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2460","326576","4.967521263122559","1771523041.9935374","127.0.0.1:7254 -> 127.0.0.53:53","1771523041.9935374","Encrypted","False","1771523042444","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2254","302506","4.363538099288941","1771523042.0515256","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.0515256","Encrypted","False","1771523042720","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.3","","","0.9","4","2930","0.0010650882720947266","1771523042.0515256","127.0.0.1:43071 -> 127.0.0.1:47842","1771523042.0515256","Cleartext","False","1771523042720","-1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2447","328422","4.649770809173584","1771523042.3377583","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.3377583","Encrypted","False","1771523042720","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2447","328422","4.649770809173584","1771523042.3377583","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.3377583","Encrypted","False","1771523043006","-1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2623","352321","4.811491085052491","1771523042.6516302","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.6516302","Encrypted","False","1771523043006","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2623","352321","4.811491085052491","1771523042.6516302","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.6516302","Encrypted","False","1771523043310","-1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2903","389857","4.811491085052491","1771523042.9203875","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.9203875","Encrypted","False","1771523043310","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2903","389857","4.811491085052491","1771523042.9203875","127.0.0.1:7254 -> 127.0.0.53:53","1771523042.9203875","Encrypted","False","1771523043606","-1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2962","458557","4.830452276229859","1771523043.332087","127.0.0.1:7254 -> 127.0.0.53:53","1771523043.332087","Encrypted","False","1771523043606","1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2962","458557","4.830452276229859","1771523043.332087","127.0.0.1:7254 -> 127.0.0.53:53","1771523043.332087","Encrypted","False","1771523043912","-1"
"127.0.0.1:7254 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","3146","484132","4.925033880233765","1771523043.4266686","127.0.0.1:7254 -> 127.0.0.53:53","1771523043.4266686","Encrypted","False","1771523043912","1"
"127.0.0.1:37787 -> 127.0.0.1:38444","0.0","","","0.9","3","739","0.0027998218536376953","1771523044.5492127","127.0.0.1:37787 -> 127.0.0.1:38444","1771523044.5492127","Cleartext","False","1771523045138","1"
"127.0.0.1:37787 -> 127.0.0.1:38444","0.0","","","0.9","3","739","0.0027998218536376953","1771523044.5492127","127.0.0.1:37787 -> 127.0.0.1:38444","1771523044.5492127","Cleartext","False","1771523045432","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.7","8","1624","0.1626225242614746","1771523046.7136812","127.0.0.1:43071 -> 127.0.0.1:47842","1771523046.7136812","Cleartext","False","1771523046934","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.7","8","1624","0.1626225242614746","1771523046.7136812","127.0.0.1:43071 -> 127.0.0.1:47842","1771523046.7136812","Cleartext","False","1771523047560","-1"
"127.0.0.1:37787 -> 127.0.0.1:38444","0.0","","","0.9","4","805","0.0029407272338867188","1771523047.716606","127.0.0.1:37787 -> 127.0.0.1:38444","1771523047.716606","Cleartext","False","1771523047986","1"
"127.0.0.1:37787 -> 127.0.0.1:38444","0.0","","","0.9","4","805","0.0029407272338867188","1771523047.716606","127.0.0.1:37787 -> 127.0.0.1:38444","1771523047.716606","Cleartext","False","1771523048342","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","696","91139","3.6388679275512694","1771523051.352533","127.0.0.1:57271 -> 127.0.0.53:53","1771523051.352533","Encrypted","False","1771523051334","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","696","91139","3.6388679275512694","1771523051.352533","127.0.0.1:57271 -> 127.0.0.53:53","1771523051.352533","Encrypted","False","1771523051846","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","526","0.0010569820404052735","1771523051.5130384","127.0.0.1:43071 -> 127.0.0.1:47842","1771523051.5130384","Cleartext","False","1771523051846","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","700","91665","3.799373222351074","1771523051.5130384","127.0.0.1:57271 -> 127.0.0.53:53","1771523051.5130384","Encrypted","False","1771523051846","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","526","0.0010569820404052735","1771523051.5130384","127.0.0.1:43071 -> 127.0.0.1:47842","1771523051.5130384","Cleartext","False","1771523052200","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","700","91665","3.799373222351074","1771523051.5130384","127.0.0.1:57271 -> 127.0.0.53:53","1771523051.5130384","Encrypted","False","1771523052200","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","801","105383","4.193445755004883","1771523051.907111","127.0.0.1:57271 -> 127.0.0.53:53","1771523051.907111","Encrypted","False","1771523052200","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","801","105383","4.193445755004883","1771523051.907111","127.0.0.1:57271 -> 127.0.0.53:53","1771523051.907111","Encrypted","False","1771523052520","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","806","105898","4.312307668685913","1771523052.0259728","127.0.0.1:57271 -> 127.0.0.53:53","1771523052.0259728","Encrypted","False","1771523052520","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","449","0.0010476837158203125","1771523052.0259728","127.0.0.1:43071 -> 127.0.0.1:47842","1771523052.0259728","Cleartext","False","1771523052520","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","449","0.0010476837158203125","1771523052.0259728","127.0.0.1:43071 -> 127.0.0.1:47842","1771523052.0259728","Cleartext","False","1771523052850","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","Potential Slow DoS Pattern","Potential Slow DoS Pattern","0.9","806","105898","4.312307668685913","1771523052.0259728","127.0.0.1:57271 -> 127.0.0.53:53","1771523052.0259728","Encrypted","False","1771523052850","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1327","173623","4.661467863082886","1771523052.6606796","127.0.0.1:57271 -> 127.0.0.53:53","1771523052.6606796","Encrypted","False","1771523052850","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1327","173623","4.661467863082886","1771523052.6606796","127.0.0.1:57271 -> 127.0.0.53:53","1771523052.6606796","Encrypted","False","1771523053168","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1477","192348","4.9318021068573","1771523052.9310138","127.0.0.1:57271 -> 127.0.0.53:53","1771523052.9310138","Encrypted","False","1771523053168","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1477","192348","4.9318021068573","1771523052.9310138","127.0.0.1:57271 -> 127.0.0.53:53","1771523052.9310138","Encrypted","False","1771523053496","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.6","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1582","206686","5.000303340911866","1771523053.067057","127.0.0.1:57271 -> 127.0.0.53:53","1771523053.067057","Encrypted","False","1771523053496","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.6","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1582","206686","5.000303340911866","1771523053.067057","127.0.0.1:57271 -> 127.0.0.53:53","1771523053.067057","Encrypted","False","1771523053902","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.6","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1582","206686","5.000303340911866","1771523053.630595","127.0.0.1:57271 -> 127.0.0.53:53","1771523053.630595","Encrypted","False","1771523053902","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.6","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1582","206686","5.000303340911866","1771523053.630595","127.0.0.1:57271 -> 127.0.0.53:53","1771523053.630595","Encrypted","False","1771523054246","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.6","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1582","206686","5.000303340911866","1771523053.955641","127.0.0.1:57271 -> 127.0.0.53:53","1771523053.955641","Encrypted","False","1771523054246","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.6","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1582","206686","5.000303340911866","1771523053.955641","127.0.0.1:57271 -> 127.0.0.53:53","1771523053.955641","Encrypted","False","1771523054602","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1780","238976","4.672444654464722","1771523054.3913243","127.0.0.1:57271 -> 127.0.0.53:53","1771523054.3913243","Encrypted","False","1771523054602","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.6","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1582","209206","5.000303340911866","1771523053.9989505","127.0.0.1:57271 -> 127.0.0.53:53","1771523053.9989505","Encrypted","False","1771523054602","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1780","238976","4.672444654464722","1771523054.3913243","127.0.0.1:57271 -> 127.0.0.53:53","1771523054.3913243","Encrypted","False","1771523054952","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1940","258970","4.672444654464722","1771523054.7038157","127.0.0.1:57271 -> 127.0.0.53:53","1771523054.7038157","Encrypted","False","1771523054952","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1940","258970","4.672444654464722","1771523054.7038157","127.0.0.1:57271 -> 127.0.0.53:53","1771523054.7038157","Encrypted","False","1771523055294","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1943","259709","4.672444654464722","1771523054.7480571","127.0.0.1:57271 -> 127.0.0.53:53","1771523054.7480571","Encrypted","False","1771523055294","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1943","259709","4.672444654464722","1771523054.7480571","127.0.0.1:57271 -> 127.0.0.53:53","1771523054.7480571","Encrypted","False","1771523055622","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2293","307995","4.766044212341309","1771523055.4025078","127.0.0.1:57271 -> 127.0.0.53:53","1771523055.4025078","Encrypted","False","1771523055622","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2293","307995","4.766044212341309","1771523055.4025078","127.0.0.1:57271 -> 127.0.0.53:53","1771523055.4025078","Encrypted","False","1771523055974","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2455","329642","4.766044212341309","1771523055.7483263","127.0.0.1:57271 -> 127.0.0.53:53","1771523055.7483263","Encrypted","False","1771523055974","1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2455","329642","4.766044212341309","1771523055.7483263","127.0.0.1:57271 -> 127.0.0.53:53","1771523055.7483263","Encrypted","False","1771523056322","-1"
"127.0.0.1:57271 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2461","331006","4.877159191131592","1771523055.8778703","127.0.0.1:57271 -> 127.0.0.53:53","1771523055.8778703","Encrypted","False","1771523056322","1"
"127.0.0.1:44783 -> 127.0.0.1:49686","0.0","","","0.9","2","490","0.001019073486328125","1771523056.500151","127.0.0.1:44783 -> 127.0.0.1:49686","1771523056.500151","Cleartext","False","1771523056678","1"
"127.0.0.1:53 -> 127.0.0.53:50894","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2803","376906","4.912766290664673","1771523056.500151","127.0.0.1:53 -> 127.0.0.53:50894","1771523056.500151","Encrypted","False","1771523056678","1"
"127.0.0.1:44783 -> 127.0.0.1:49686","0.0","","","0.9","2","490","0.001019073486328125","1771523056.500151","127.0.0.1:44783 -> 127.0.0.1:49686","1771523056.500151","Cleartext","False","1771523057064","-1"
"127.0.0.1:53 -> 127.0.0.53:50894","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2803","376906","4.912766290664673","1771523056.500151","127.0.0.1:53 -> 127.0.0.53:50894","1771523056.500151","Encrypted","False","1771523057064","-1"
"127.0.0.1:53 -> 127.0.0.53:50894","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","2870","386353","4.912766290664673","1771523056.7640653","127.0.0.1:53 -> 127.0.0.53:50894","1771523056.7640653","Encrypted","False","1771523057064","1"
"127.0.0.1:37787 -> 127.0.0.1:38444","0.0","","","0.9","3","739","0.0029021034240722656","1771523058.759336","127.0.0.1:37787 -> 127.0.0.1:38444","1771523058.759336","Cleartext","False","1771523059080","1"
"127.0.0.1:37787 -> 127.0.0.1:38444","0.0","","","0.9","3","739","0.0029021034240722656","1771523058.759336","127.0.0.1:37787 -> 127.0.0.1:38444","1771523058.759336","Cleartext","False","1771523059470","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","830","0.0010507831573486328","1771523061.0127895","127.0.0.1:43071 -> 127.0.0.1:47842","1771523061.0127895","Cleartext","False","1771523061304","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","830","0.0010507831573486328","1771523061.0127895","127.0.0.1:43071 -> 127.0.0.1:47842","1771523061.0127895","Cleartext","False","1771523061678","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.3","","","0.7","15","2213","0.34390146827697754","1771523061.3556402","127.0.0.1:43071 -> 127.0.0.1:47842","1771523061.3556402","Encrypted","False","1771523061678","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.3","","","0.7","15","2213","0.34390146827697754","1771523061.3556402","127.0.0.1:43071 -> 127.0.0.1:47842","1771523061.3556402","Encrypted","False","1771523062060","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1238","160050","4.646132303237915","1771523063.5326128","127.0.0.1:57013 -> 127.0.0.53:53","1771523063.5326128","Encrypted","False","1771523063812","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1238","160050","4.646132303237915","1771523063.5326128","127.0.0.1:57013 -> 127.0.0.53:53","1771523063.5326128","Encrypted","False","1771523064224","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1240","160450","4.646132303237915","1771523063.796166","127.0.0.1:57013 -> 127.0.0.53:53","1771523063.796166","Encrypted","False","1771523064224","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1318","172462","4.856623245239258","1771523064.8019283","127.0.0.1:57013 -> 127.0.0.53:53","1771523064.8019283","Encrypted","False","1771523064834","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1318","172462","4.856623245239258","1771523064.8019283","127.0.0.1:57013 -> 127.0.0.53:53","1771523064.8019283","Encrypted","False","1771523065498","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","684","0.0010483989715576172","1771523065.088837","127.0.0.1:43071 -> 127.0.0.1:47842","1771523065.088837","Cleartext","False","1771523065498","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1318","172462","4.856623245239258","1771523065.088837","127.0.0.1:57013 -> 127.0.0.53:53","1771523065.088837","Encrypted","False","1771523065498","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","4","684","0.0010483989715576172","1771523065.088837","127.0.0.1:43071 -> 127.0.0.1:47842","1771523065.088837","Cleartext","False","1771523065886","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1318","172462","4.856623245239258","1771523065.088837","127.0.0.1:57013 -> 127.0.0.53:53","1771523065.088837","Encrypted","False","1771523065886","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1318","172462","4.856623245239258","1771523065.595194","127.0.0.1:57013 -> 127.0.0.53:53","1771523065.595194","Encrypted","False","1771523065886","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1318","172462","4.856623245239258","1771523065.595194","127.0.0.1:57013 -> 127.0.0.53:53","1771523065.595194","Encrypted","False","1771523066296","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1471","191921","4.974961591720581","1771523065.9867003","127.0.0.1:57013 -> 127.0.0.53:53","1771523065.9867003","Encrypted","False","1771523066296","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1471","191921","4.974961591720581","1771523065.9867003","127.0.0.1:57013 -> 127.0.0.53:53","1771523065.9867003","Encrypted","False","1771523066782","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1782","235194","4.769879652023316","1771523066.4556804","127.0.0.1:57013 -> 127.0.0.53:53","1771523066.4556804","Encrypted","False","1771523066782","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1478","192809","4.979795528411866","1771523065.9915342","127.0.0.1:57013 -> 127.0.0.53:53","1771523065.9915342","Encrypted","False","1771523066782","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1782","235194","4.769879652023316","1771523066.4556804","127.0.0.1:57013 -> 127.0.0.53:53","1771523066.4556804","Encrypted","False","1771523067182","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1782","235194","4.832112623214722","1771523067.356511","127.0.0.1:57013 -> 127.0.0.53:53","1771523067.356511","Encrypted","False","1771523067182","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1782","235194","4.832112623214722","1771523067.356511","127.0.0.1:57013 -> 127.0.0.53:53","1771523067.356511","Encrypted","False","1771523068142","-1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","15","1903","0.17352373695373535","1771523067.834592","127.0.0.1:43071 -> 127.0.0.1:47842","1771523067.834592","Cleartext","False","1771523068142","1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1782","235194","4.832112623214722","1771523067.834592","127.0.0.1:57013 -> 127.0.0.53:53","1771523067.834592","Encrypted","False","1771523068142","1"
"127.0.0.1:43071 -> 127.0.0.1:47842","0.0","","","0.9","15","1903","0.17352373695373535","1771523067.834592","127.0.0.1:43071 -> 127.0.0.1:47842","1771523067.834592","Cleartext","False","1771523068588","-1"
"127.0.0.1:57013 -> 127.0.0.53:53","0.3","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","High Volume Transfer (Potential Exfiltration); Potential Slow DoS Pattern","0.9","1603","216673","4.744670701980591","1771523068.268761","127.0.0.1:57013 -> 127.0.0.53:53","1771523068.268761","Encrypted","False","1771523068588","1"
