"data","time","diff"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.26s","1771757805914","1"
"Flow: 175.41.165.139:8000 -> 192.168.1.20:46435 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 4 | Bytes: 240 | Duration: 0.11s","1771757811626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 6 | Bytes: 372 | Duration: 4.21s","1771757816126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.05s","1771757826626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.05s","1771757828126","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 4 | Bytes: 411 | Duration: 1.34s","1771757828126","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 8 | Bytes: 651 | Duration: 3.76s","1771757829626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757838626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757838962","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.35s","1771757838962","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 4 | Bytes: 264 | Duration: 3.87s","1771757841626","1"
"Flow: 175.41.165.139:8000 -> 192.168.1.20:46435 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.00s","1771757841626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757849126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757849484","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.53s","1771757849484","1"
"Flow: 192.168.1.20:51102 -> 54.155.98.160:443 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 8 | Bytes: 552 | Duration: 0.59s","1771757849992","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.08s","1771757859626","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 4 | Bytes: 240 | Duration: 0.49s","1771757860510","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 4 | Bytes: 240 | Duration: 0.49s","1771757861126","-1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 6 | Bytes: 372 | Duration: 1.08s","1771757861126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757870126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.08s","1771757870126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.08s","1771757871626","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 4 | Bytes: 264 | Duration: 2.24s","1771757871626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.08s","1771757871626","1"
"Flow: 175.41.165.139:8000 -> 192.168.1.20:46435 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.00s","1771757871626","1"
"Flow: 13.226.2.9:443 -> 192.168.1.20:34390 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 6 | Bytes: 420 | Duration: 0.00s","1771757877626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 7 | Bytes: 486 | Duration: 1.75s","1771757879126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 7 | Bytes: 486 | Duration: 1.75s","1771757880658","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 8 | Bytes: 552 | Duration: 2.02s","1771757880658","1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 148 | Duration: 0.00s","1771757886626","1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 148 | Duration: 0.00s","1771757887574","-1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 6 | Bytes: 1446 | Duration: 0.39s","1771757887574","1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 6 | Bytes: 1446 | Duration: 0.39s","1771757888128","-1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential SYN Flood / Scan | Score: 0.30 | Confidence: 0.90 | Packets: 10 | Bytes: 2628 | Duration: 0.91s","1771757888128","1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description:  | Score: 0.30 | Confidence: 0.90 | Packets: 30 | Bytes: 16694 | Duration: 1.23s","1771757888128","1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description:  | Score: 0.30 | Confidence: 0.90 | Packets: 30 | Bytes: 16694 | Duration: 1.23s","1771757888588","-1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential SYN Flood / Scan | Score: 0.30 | Confidence: 0.90 | Packets: 43 | Bytes: 22910 | Duration: 1.74s","1771757888588","1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential SYN Flood / Scan | Score: 0.30 | Confidence: 0.90 | Packets: 43 | Bytes: 22910 | Duration: 1.74s","1771757889626","-1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.90 | Packets: 45 | Bytes: 23094 | Duration: 2.76s","1771757889626","1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.90 | Packets: 45 | Bytes: 23094 | Duration: 2.76s","1771757890104","-1"
"Flow: 192.168.1.20:33632 -> 51.105.71.137:443 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.70 | Packets: 47 | Bytes: 23250 | Duration: 3.00s","1771757890104","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.90 | Packets: 53 | Bytes: 24514 | Duration: 3.28s","1771757890104","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.90 | Packets: 53 | Bytes: 24514 | Duration: 3.28s","1771757890610","-1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.90 | Packets: 55 | Bytes: 24646 | Duration: 3.32s","1771757890610","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.90 | Packets: 55 | Bytes: 24646 | Duration: 3.32s","1771757891162","-1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.70 | Packets: 56 | Bytes: 24712 | Duration: 4.00s","1771757891162","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757891162","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.70 | Packets: 56 | Bytes: 24712 | Duration: 4.00s","1771757891626","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757891626","-1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential Slow DoS Pattern | Score: 0.30 | Confidence: 0.70 | Packets: 57 | Bytes: 24778 | Duration: 4.39s","1771757891626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.39s","1771757891626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757901626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 6 | Bytes: 372 | Duration: 0.51s","1771757902146","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 6 | Bytes: 372 | Duration: 0.51s","1771757906126","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.70 | Packets: 6 | Bytes: 372 | Duration: 0.51s","1771757906126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.90 | Packets: 7 | Bytes: 585 | Duration: 3.84s","1771757906126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.90 | Packets: 7 | Bytes: 585 | Duration: 3.84s","1771757906162","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 8 | Bytes: 798 | Duration: 4.22s","1771757906162","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 10 | Bytes: 942 | Duration: 4.36s","1771757906162","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757916626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757917180","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 2 | Bytes: 132 | Duration: 0.40s","1771757917180","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 4 | Bytes: 240 | Duration: 3.67s","1771757919626","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 4 | Bytes: 240 | Duration: 3.67s","1771757921126","-1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 6 | Bytes: 372 | Duration: 4.03s","1771757921126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757927126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757928626","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.60s","1771757928626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 3 | Bytes: 174 | Duration: 4.31s","1771757931626","1"
"Flow: 175.41.165.139:8000 -> 192.168.1.20:46435 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 108 | Duration: 0.00s","1771757931626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 3 | Bytes: 174 | Duration: 4.31s","1771757933126","-1"
"Flow: 175.41.165.139:8000 -> 192.168.1.20:46435 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 108 | Duration: 0.00s","1771757933126","-1"
"Flow: 175.41.165.139:8000 -> 192.168.1.20:46435 | Description:  | Score: 0.00 | Confidence: 0.70 | Packets: 4 | Bytes: 240 | Duration: 0.30s","1771757933126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 5 | Bytes: 306 | Duration: 4.61s","1771757933126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.12s","1771757937626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757948126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757948758","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.17s","1771757948758","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 6 | Bytes: 372 | Duration: 2.11s","1771757949626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.12s","1771757958626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.50 | Packets: 6 | Bytes: 372 | Duration: 3.86s","1771757961626","1"
"Flow: 175.41.165.139:8000 -> 192.168.1.20:46435 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.70 | Packets: 4 | Bytes: 240 | Duration: 0.11s","1771757961626","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757969126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757969314","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description:  | Score: 0.00 | Confidence: 0.70 | Packets: 2 | Bytes: 132 | Duration: 0.12s","1771757969314","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757978126","1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 1 | Bytes: 66 | Duration: 0.00s","1771757979626","-1"
"Flow: 192.168.1.12:1716 -> 192.168.1.20:44692 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 2 | Bytes: 132 | Duration: 0.12s","1771757979626","1"
"Flow: 192.168.1.20:49360 -> 64.233.170.188:5228 | Description: Potential SYN Flood / Scan | Score: 0.00 | Confidence: 0.90 | Packets: 4 | Bytes: 264 | Duration: 1.26s","1771757979842","1"
