2026-02-21 12:24:22,227 INFO     Starting server at tcp:port=8000:interface=0.0.0.0
2026-02-21 12:24:22,228 INFO     HTTP/2 support not enabled (install the http2 and tls Twisted extras)
2026-02-21 12:24:22,228 INFO     Configuring endpoint tcp:port=8000:interface=0.0.0.0
2026-02-21 12:24:22,228 INFO     Listening on TCP address 0.0.0.0:8000
127.0.0.1:56364 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56378 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56390 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56398 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56402 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56410 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56424 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56428 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56436 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56442 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56454 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56460 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56470 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56484 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56496 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56512 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56514 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56524 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56522 - - [21/Feb/2026:12:26:13] "POST /api/update/" 200 34
127.0.0.1:56538 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56546 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56552 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56556 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56562 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56574 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56582 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56598 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56600 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56616 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56620 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56626 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56632 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56634 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56638 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56654 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56668 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56678 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56692 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56700 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56708 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56722 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56728 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56740 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56744 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56746 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56752 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:56766 - - [21/Feb/2026:12:26:14] "POST /api/update/" 200 34
127.0.0.1:35888 - - [21/Feb/2026:12:26:15] "POST /api/update/" 200 34
127.0.0.1:35898 - - [21/Feb/2026:12:26:15] "POST /api/update/" 200 34
127.0.0.1:35910 - - [21/Feb/2026:12:26:15] "POST /api/update/" 200 34
127.0.0.1:35920 - - [21/Feb/2026:12:26:15] "POST /api/update/" 200 34
127.0.0.1:35930 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35932 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35934 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35936 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35944 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35960 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35962 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35972 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35980 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35992 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:35994 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:36010 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:36026 - - [21/Feb/2026:12:26:16] "POST /api/update/" 200 34
127.0.0.1:36028 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36030 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36034 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36042 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36050 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36058 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36064 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36072 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36082 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36094 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36110 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36120 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36124 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36140 - - [21/Feb/2026:12:26:17] "POST /api/update/" 200 34
127.0.0.1:36142 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36158 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36164 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36168 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36182 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36198 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36202 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36206 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36210 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36216 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36218 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36232 - - [21/Feb/2026:12:26:18] "POST /api/update/" 200 34
127.0.0.1:36238 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36246 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36258 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36270 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36272 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36286 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36298 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36300 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36304 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36316 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
127.0.0.1:36328 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36338 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36344 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36354 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36350 - - [21/Feb/2026:12:26:19] "POST /api/update/" 200 34
127.0.0.1:36374 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36366 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36376 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36390 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36394 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36410 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36420 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36426 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36438 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36452 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36462 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36476 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36484 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36500 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36502 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36508 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36522 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36530 - - [21/Feb/2026:12:26:20] "POST /api/update/" 200 34
127.0.0.1:36534 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36544 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36552 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36554 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36568 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36578 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36582 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36586 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36588 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36594 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36602 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36614 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36618 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36624 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36630 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36646 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36660 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36674 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36676 - - [21/Feb/2026:12:26:21] "POST /api/update/" 200 34
127.0.0.1:36698 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36712 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36726 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36734 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36736 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36742 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36746 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36762 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36766 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36770 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36778 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36790 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36806 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36822 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36838 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36854 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36866 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36874 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36882 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36890 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36904 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36920 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36922 - - [21/Feb/2026:12:26:22] "POST /api/update/" 200 34
127.0.0.1:36932 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:36940 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:36954 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:36970 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:36986 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:36988 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:36998 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37010 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37018 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37032 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37036 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37042 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37066 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37058 - - [21/Feb/2026:12:26:23] "POST /api/update/" 200 34
127.0.0.1:37080 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37074 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37086 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37100 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37110 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37114 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37130 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37142 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37158 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37166 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37176 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:37186 - - [21/Feb/2026:12:26:24] "POST /api/update/" 200 34
127.0.0.1:48538 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48548 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48560 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48568 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48570 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48584 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48596 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48612 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48622 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48636 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48650 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48662 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48674 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48678 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48688 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48694 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48702 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48718 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48724 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48732 - - [21/Feb/2026:12:26:25] "POST /api/update/" 200 34
127.0.0.1:48734 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48736 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48744 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48758 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48764 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48768 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
127.0.0.1:48784 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48796 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48800 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48816 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48828 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48838 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48854 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48862 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48868 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48894 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48880 - - [21/Feb/2026:12:26:26] "POST /api/update/" 200 34
127.0.0.1:48910 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48922 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48928 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48934 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48942 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48944 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48956 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48968 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48980 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48994 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:48996 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49006 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49020 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49034 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49040 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49052 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49066 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49080 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49082 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49086 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49102 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49112 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49118 - - [21/Feb/2026:12:26:27] "POST /api/update/" 200 34
127.0.0.1:49130 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49146 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49154 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49156 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49158 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49166 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49170 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49174 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49176 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49184 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49198 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49206 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49214 - - [21/Feb/2026:12:26:28] "POST /api/update/" 200 34
127.0.0.1:49228 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49238 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49254 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49270 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49280 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49282 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49294 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49302 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49310 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49316 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49322 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49338 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49350 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49354 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49358 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49362 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49364 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49380 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49394 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49402 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49414 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49430 - - [21/Feb/2026:12:26:29] "POST /api/update/" 200 34
127.0.0.1:49442 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49440 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49470 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49478 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49486 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49492 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49498 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49502 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49508 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49524 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49530 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49546 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49560 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49576 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
127.0.0.1:49580 - - [21/Feb/2026:12:26:30] "POST /api/update/" 200 34
