2026-02-21 12:24:22,227 INFO     Starting server at tcp:port=8000:interface=0.0.0.0
2026-02-21 12:24:22,228 INFO     HTTP/2 support not enabled (install the http2 and tls Twisted extras)
2026-02-21 12:24:22,228 INFO     Configuring endpoint tcp:port=8000:interface=0.0.0.0
2026-02-21 12:24:22,228 INFO     Listening on TCP address 0.0.0.0:8000
127.0.0.1:35126 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35138 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35150 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35158 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35162 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35176 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35188 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35202 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35212 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35224 - - [21/Feb/2026:12:31:46] "POST /api/update/" 200 34
127.0.0.1:35234 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35238 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35254 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35266 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35278 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35292 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35308 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35316 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35320 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35336 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35338 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35354 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35364 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35378 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35368 - - [21/Feb/2026:12:31:47] "POST /api/update/" 200 34
127.0.0.1:35380 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35394 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35396 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35404 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35406 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35412 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35422 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35424 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35428 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35436 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35448 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35464 - - [21/Feb/2026:12:31:48] "POST /api/update/" 200 34
127.0.0.1:35478 - - [21/Feb/2026:12:31:49] "POST /api/update/" 200 34
127.0.0.1:35494 - - [21/Feb/2026:12:31:49] "POST /api/update/" 200 34
127.0.0.1:35498 - - [21/Feb/2026:12:31:49] "POST /api/update/" 200 34
127.0.0.1:35504 - - [21/Feb/2026:12:31:49] "POST /api/update/" 200 34
127.0.0.1:35516 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35526 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35540 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35554 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35556 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35566 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35572 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35582 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35596 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35604 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35620 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35636 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:54486 - - [21/Feb/2026:12:31:50] "WSDISCONNECT /ws/packets/" - -
127.0.0.1:35642 - - [21/Feb/2026:12:31:50] "WSCONNECTING /ws/packets/" - -
127.0.0.1:35642 - - [21/Feb/2026:12:31:50] "WSCONNECT /ws/packets/" - -
127.0.0.1:51962 - - [21/Feb/2026:12:31:50] "GET /api/settings/whitelist/" 200 64
127.0.0.1:35648 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35656 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35670 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35686 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35698 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35708 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35718 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35728 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35730 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35742 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35746 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35748 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35754 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35760 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35774 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35780 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35784 - - [21/Feb/2026:12:31:50] "POST /api/update/" 200 34
127.0.0.1:35790 - - [21/Feb/2026:12:31:51] "POST /api/update/" 200 34
127.0.0.1:35792 - - [21/Feb/2026:12:31:51] "POST /api/update/" 200 34
127.0.0.1:35816 - - [21/Feb/2026:12:31:51] "POST /api/update/" 200 34
127.0.0.1:35806 - - [21/Feb/2026:12:31:51] "POST /api/update/" 200 34
127.0.0.1:35824 - - [21/Feb/2026:12:31:52] "POST /api/update/" 200 34
127.0.0.1:35830 - - [21/Feb/2026:12:31:52] "POST /api/update/" 200 34
127.0.0.1:35838 - - [21/Feb/2026:12:31:53] "POST /api/update/" 200 34
127.0.0.1:35836 - - [21/Feb/2026:12:31:53] "POST /api/update/" 200 34
127.0.0.1:35866 - - [21/Feb/2026:12:31:53] "POST /api/update/" 200 34
127.0.0.1:35862 - - [21/Feb/2026:12:31:53] "POST /api/update/" 200 34
127.0.0.1:35878 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35886 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35894 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35900 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35906 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35912 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35928 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35938 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35952 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
127.0.0.1:35968 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35974 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35984 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35986 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:35996 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:36006 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:36010 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:36016 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:36028 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:36032 - - [21/Feb/2026:12:31:54] "POST /api/update/" 200 34
127.0.0.1:48200 - - [21/Feb/2026:12:31:55] "POST /api/update/" 200 34
127.0.0.1:48212 - - [21/Feb/2026:12:31:55] "POST /api/update/" 200 34
127.0.0.1:48214 - - [21/Feb/2026:12:31:55] "POST /api/update/" 200 34
127.0.0.1:48230 - - [21/Feb/2026:12:31:55] "POST /api/update/" 200 34
127.0.0.1:48238 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48246 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48252 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48266 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48276 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48280 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48282 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48296 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48308 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48316 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48328 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:35642 - - [21/Feb/2026:12:31:56] "WSDISCONNECT /ws/packets/" - -
127.0.0.1:48336 - - [21/Feb/2026:12:31:56] "WSCONNECTING /ws/packets/" - -
127.0.0.1:48336 - - [21/Feb/2026:12:31:56] "WSCONNECT /ws/packets/" - -
127.0.0.1:51962 - - [21/Feb/2026:12:31:56] "GET /api/settings/whitelist/" 200 64
127.0.0.1:48344 - - [21/Feb/2026:12:31:56] "POST /api/update/" 200 34
127.0.0.1:48354 - - [21/Feb/2026:12:31:57] "POST /api/update/" 200 34
127.0.0.1:48348 - - [21/Feb/2026:12:31:57] "POST /api/update/" 200 34
127.0.0.1:48360 - - [21/Feb/2026:12:31:57] "POST /api/update/" 200 34
127.0.0.1:48358 - - [21/Feb/2026:12:31:57] "POST /api/update/" 200 34
127.0.0.1:48372 - - [21/Feb/2026:12:31:58] "POST /api/update/" 200 34
127.0.0.1:48386 - - [21/Feb/2026:12:31:58] "POST /api/update/" 200 34
127.0.0.1:48398 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48400 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48412 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48416 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48430 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48432 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48448 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48464 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48478 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48480 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48490 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48494 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48502 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48512 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48518 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48526 - - [21/Feb/2026:12:31:59] "POST /api/update/" 200 34
127.0.0.1:48538 - - [21/Feb/2026:12:32:00] "POST /api/update/" 200 34
127.0.0.1:48544 - - [21/Feb/2026:12:32:00] "POST /api/update/" 200 34
127.0.0.1:48546 - - [21/Feb/2026:12:32:01] "POST /api/update/" 200 34
127.0.0.1:48554 - - [21/Feb/2026:12:32:01] "POST /api/update/" 200 34
127.0.0.1:48562 - - [21/Feb/2026:12:32:01] "POST /api/update/" 200 34
127.0.0.1:48578 - - [21/Feb/2026:12:32:01] "POST /api/update/" 200 34
127.0.0.1:48594 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48602 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48614 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48630 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48640 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48646 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48652 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48668 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48684 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48700 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48702 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48704 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48718 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48726 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48742 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48748 - - [21/Feb/2026:12:32:02] "POST /api/update/" 200 34
127.0.0.1:48752 - - [21/Feb/2026:12:32:03] "POST /api/update/" 200 34
127.0.0.1:48750 - - [21/Feb/2026:12:32:03] "POST /api/update/" 200 34
127.0.0.1:48770 - - [21/Feb/2026:12:32:03] "POST /api/update/" 200 34
127.0.0.1:48760 - - [21/Feb/2026:12:32:03] "POST /api/update/" 200 34
127.0.0.1:48774 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48788 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48796 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48802 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48808 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48820 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48834 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48840 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48844 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48854 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48860 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48862 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48864 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48868 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48880 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48888 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48892 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48906 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48912 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48928 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48934 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48942 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48954 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48956 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48966 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48982 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:48990 - - [21/Feb/2026:12:32:04] "POST /api/update/" 200 34
127.0.0.1:43844 - - [21/Feb/2026:12:32:05] "POST /api/update/" 200 34
127.0.0.1:43842 - - [21/Feb/2026:12:32:05] "POST /api/update/" 200 34
127.0.0.1:43852 - - [21/Feb/2026:12:32:05] "POST /api/update/" 200 34
127.0.0.1:43850 - - [21/Feb/2026:12:32:05] "POST /api/update/" 200 34
127.0.0.1:43858 - - [21/Feb/2026:12:32:06] "POST /api/update/" 200 34
127.0.0.1:43864 - - [21/Feb/2026:12:32:06] "POST /api/update/" 200 34
127.0.0.1:43876 - - [21/Feb/2026:12:32:07] "POST /api/update/" 200 34
127.0.0.1:43872 - - [21/Feb/2026:12:32:07] "POST /api/update/" 200 34
127.0.0.1:43888 - - [21/Feb/2026:12:32:07] "POST /api/update/" 200 34
127.0.0.1:43890 - - [21/Feb/2026:12:32:07] "POST /api/update/" 200 34
127.0.0.1:43916 - - [21/Feb/2026:12:32:08] "POST /api/update/" 200 34
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf 2e:3b:70:fa:c3:bf d2:49:a3:2c:90:63 0806 42: arp reply 192.168.1.1 is-at bc:51:5f:24:da:e3 0806 42: arp reply 192.168.1.20 is-at 2e:3b:70:fa:c3:bf
2e:3b:70:fa:c3:bf
127.0.0.1:43924 - - [21/Feb/2026:12:32:08] "POST /api/update/" 200 34
127.0.0.1:43934 - - [21/Feb/2026:12:32:09] "POST /api/update/" 200 34
127.0.0.1:43930 - - [21/Feb/2026:12:32:09] "POST /api/update/" 200 34
127.0.0.1:43942 - - [21/Feb/2026:12:32:09] "POST /api/update/" 200 34
127.0.0.1:43952 - - [21/Feb/2026:12:32:09] "POST /api/update/" 200 34
127.0.0.1:48336 - - [21/Feb/2026:12:32:09] "WSDISCONNECT /ws/packets/" - -
127.0.0.1:43964 - - [21/Feb/2026:12:32:09] "WSCONNECTING /ws/packets/" - -
127.0.0.1:43964 - - [21/Feb/2026:12:32:09] "WSCONNECT /ws/packets/" - -
127.0.0.1:51962 - - [21/Feb/2026:12:32:09] "GET /api/settings/whitelist/" 200 64
127.0.0.1:43968 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:43976 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:43992 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44000 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44006 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44012 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44026 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44032 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44042 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44048 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44054 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44060 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44074 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44090 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44098 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44100 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44110 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44120 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44126 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44136 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44148 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44156 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44158 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44164 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44166 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44170 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44176 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44190 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44202 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44212 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44224 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44228 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44244 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44256 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44264 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44272 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44280 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44288 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44298 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44312 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44316 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44318 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44328 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44334 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44344 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44360 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44370 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44384 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44390 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44400 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44416 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44422 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44438 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44450 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44456 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44466 - - [21/Feb/2026:12:32:10] "POST /api/update/" 200 34
127.0.0.1:44478 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44482 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44488 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44492 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44500 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44504 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44514 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44530 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44546 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44554 - - [21/Feb/2026:12:32:11] "POST /api/update/" 200 34
127.0.0.1:44556 - - [21/Feb/2026:12:32:12] "POST /api/update/" 200 34
127.0.0.1:44560 - - [21/Feb/2026:12:32:12] "POST /api/update/" 200 34
127.0.0.1:44566 - - [21/Feb/2026:12:32:12] "POST /api/update/" 200 34
